文件名,学科,研究类型,题目,链接,提交状态,同行评审状态,作者,资助者,同行评审者,发表时间
Humanities and the arts2.htm,Humanities and the arts,Case Study,Living archival practice and the choreographical navigations: Encounters and approaches with other-than-human persons,https://open-research-europe.ec.europa.eu/articles/4-171,N/A,"[version 1; peer review: 1 approved, 3 approved with reservations]",Shuntaro Yoshida; Alex Viteri Arturo; Catalina Fernandez; Maharu Maeno; Mapped to the Closest Address; Jun Yamaguchi,European Cooperation in Science and Technology,Teresa Heiland; Ian Garrett; Stefanie Gabriele Sachsenmaier; Natalie Schiller,2024-08-07
Humanities and the arts2.htm,Humanities and the arts,Research Article,Rethinking GLAMs as commons: a conceptual framework,https://open-research-europe.ec.europa.eu/articles/3-157,N/A,[version 2; peer review: 2 approved],Vasilis Avdikos; Mina Dragouni; Martha Michailidou; Dimitris Pettas,Horizon Europe Framework Programme,Peter Gould; Alice Borchi,2024-07-09
Humanities and the arts2.htm,Humanities and the arts,Research Article,Ground-penetrating radar scanning and historical interpretation of the location of the destroyed Epiphany Cathedral in Kyiv Brotherhood Monastery (Ukraine),https://open-research-europe.ec.europa.eu/articles/3-196,N/A,"[version 2; peer review: 4 approved, 1 approved with reservations]",Kseniia Bondar; Sergiy Taranenko; Yaroslav Zatyliuk; Olena Popelnytska; Tetiana Osinchuk,NGO “Fond Velykyi Liokh”; European Cooperation in Science and Technology,Nikos Papadopoulos; Vicente Bayarri; Caglayan Balkaya; Mercedes Solla; IŞIK Nursen,2024-06-24
Humanities and the arts2.htm,Humanities and the arts,Research Article,The Mousterian in North-Western Tuscany: publishing fieldwork documentation leads to a new stratigraphical interpretation of the Piano di Mommio sites,https://open-research-europe.ec.europa.eu/articles/4-37,N/A,[version 2; peer review: 4 approved],Jacopo Gennai,HORIZON EUROPE Framework Programme,Juan Manuel Jiménez-Arenas; Marko Banda; Kévin Di Modica; Paolo Biagi,2024-06-21
Humanities and the arts2.htm,Humanities and the arts,Essay,Positionality statements in science,https://open-research-europe.ec.europa.eu/articles/4-62,N/A,[version 2; peer review: 2 approved],Veli-Matti Karhulahti,Horizon Europe Framework Programme,Ingo Rohlfing; Nicki Lisa Cole,2024-06-21
Humanities and the arts2.htm,Humanities and the arts,Open Letter,"Care Literacy for Culture, Nature, and Future",https://open-research-europe.ec.europa.eu/articles/4-115,N/A,"[version 1; peer review: 2 approved, 1 approved with reservations]",Hiroko Costantini; Misato Nihei; Masakazu Sugiyama; Nobuyuki Yagi; James Costantini,Horizon 2020 Framework Programme,Maria Huhmarniemi; Margherita Paola Poto; Wessel Ganzevoort,2024-06-13
Humanities and the arts2.htm,Humanities and the arts,Data Note,Memorializing Women on the Move: A register of migrant women landmarks in Europe,https://open-research-europe.ec.europa.eu/articles/4-109,N/A,[version 1; peer review: 3 approved],Maija Ojala-Fulwood; Bénédicte Miyamoto; Marie Ruiz; Heidi Martins; Fiona Eva Bakas; Veronika Čapská; Frigren Pirita; Lívia Prosinger; Igor Lyman; Victoria Konstantinova,European Cooperation in Science and Technology,Umut Erel; Kris Clarke; Susan Beth Rottmann,2024-06-04
Humanities and the arts2.htm,Humanities and the arts,Essay,Open Problems in Computational Historical Linguistics,https://open-research-europe.ec.europa.eu/articles/3-201,N/A,[version 2; peer review: 5 approved],Johann-Mattis List,Horizon Europe Framework Programme; Max-Planck-Gesellschaft,Jeff Good; Thomas Brochhagen; Siva Kalyan; John Nerbonne; Michael Pleyer,2024-05-29
Humanities and the arts2.htm,Humanities and the arts,Essay,"Translation Notes: Heidegger, Derrida, and the Chance for (a) Philosophy",https://open-research-europe.ec.europa.eu/articles/4-25,N/A,[version 2; peer review: 4 approved],Elena Nardelli,Horizon Europe Framework Programme,Aaron Turner; Mette Lebech; Richard Polt; Douglas Robinson,2024-05-28
Humanities and the arts2.htm,Humanities and the arts,Case Study,Notes on the tourist exploitation of archaeological sites: A case of study of best practices applied to rural heritage in Spain,https://open-research-europe.ec.europa.eu/articles/4-88,N/A,"[version 1; peer review: 1 approved, 1 approved with reservations]",Raquel Castelo Ruano; Silvia González Soutelo,Horizon 2020 Framework Programme,Antonio Vidal Matzanke; Mercedes Castro-Nuño; Alvaro Zarzoso,2024-04-24
Humanities and the arts3.htm,Humanities and the arts,Essay,Future-making through eventing human-machine listening,https://open-research-europe.ec.europa.eu/articles/4-79,N/A,"[version 1; peer review: 2 approved, 2 approved with reservations]",Mona Hedayati,Social Sciences and Humanities Research Council of Canada; European Cooperation in Science and Technology,Eleni Ikoniadou; Eunseob Kim; Michele Geronazzo; Andrea Gulli; Alexander Refsum Jensenius,2024-04-24
Humanities and the arts3.htm,Humanities and the arts,Brief Report,Towards a computational history of modernism in European literary history: Mapping the Inner Lives of Characters in the European Novel (1840–1920),https://open-research-europe.ec.europa.eu/articles/3-128,N/A,"[version 2; peer review: 2 approved, 1 approved with reservations]",Tamara Radak; Lou Burnard; Pieter Francois; Agnes Hilger; Fotis Jannidis; Gábor Palkó; Roxana Patras; Michael Preminger; Diana Santos; Christof Schöch,European Cooperation in Science and Technology,Mark Algee Hewitt; Noa Visser Solissa; Andreas van Cranenburgh; David Mimno; Rebecca Hicke,2024-03-20
Humanities and the arts3.htm,Humanities and the arts,Research Article,Machine vision situations: Tracing distributed agency,https://open-research-europe.ec.europa.eu/articles/3-132,N/A,[version 2; peer review: 3 approved],Marianne Gunderson; Ragnhild Solberg; Linda Kronman; Gabriele De Seta; Jill Walker Rettberg,Horizon 2020 Framework Programme,Susana Tosca; Anastasia Salter; Kristin Veel,2024-03-15
Humanities and the arts3.htm,Humanities and the arts,Software Tool Article,A search tool based on language modelling developed for The Index of Middle English Prose,https://open-research-europe.ec.europa.eu/articles/3-197,N/A,[version 2; peer review: 2 approved],Alpo HONKAPOHJA; Jacob Thaisen; Anders Nøklestad,Horizon 2020 Framework Programme,Ondrej Tichy; Cristina Marras,2024-03-11
Humanities and the arts3.htm,Humanities and the arts,Essay,Artificial Intelligence Technologies and Practical Normativity/Normality: Investigating Practices beyond the Public Space,https://open-research-europe.ec.europa.eu/articles/3-160,N/A,"[version 2; peer review: 4 approved, 1 approved with reservations]",Ingvild Bode; Hendrik Huelss,Horizon 2020 Framework Programme,Marijn Hoijtink; Marion Laurence; Damián Tuset Varela; Haekal Al Asyari; Max Lesch,2024-03-11
Humanities and the arts3.htm,Humanities and the arts,Research Article,Early medieval vernacular Celtic glosses: originals or translations?  A case study on the Vienna Bede,https://open-research-europe.ec.europa.eu/articles/3-108,N/A,"[version 2; peer review: 1 approved, 2 approved with reservations]",Bernhard Bauer,Horizon 2020 Framework Programme,Aaron Griffith; Chantal Kobel; Pádraic Moran,2024-03-06
Humanities and the arts3.htm,Humanities and the arts,Case Study,The Value of Interdisciplinary Collaboration in Human Geography and Bioethics,https://open-research-europe.ec.europa.eu/articles/4-49,N/A,"[version 1; peer review: 2 approved, 1 approved with reservations]",Daniel P. Jones; Kristien Hens,Horizon 2020 Framework Programme; Northern Ireland and North England Doctoral Training Partnership,Tomasz Zuradzki; Soren Holm; Michiel De Proost,2024-03-04
Humanities and the arts3.htm,Humanities and the arts,Essay,Navigating in the multiverse: Possibilities and limitations of creative practices in online environments,https://open-research-europe.ec.europa.eu/articles/4-42,N/A,[version 1; peer review: 2 approved with reservations],Yiorgis Sakellariou,European Cooperation in Science and Technology,Eirini Sifaki; João Pedro Amorim,2024-02-29
Humanities and the arts3.htm,Humanities and the arts,Essay,The lure of the foreign stage: Chronicles of Italian mobility to France in the long eighteenth century,https://open-research-europe.ec.europa.eu/articles/4-38,N/A,"[version 1; peer review: 1 approved, 2 approved with reservations]",Elisa Cazzato,Horizon 2020 Framework Programme,Tatiana Korneeva; Elena Mazzoleni; Bruno Forment,2024-02-22
Humanities and the arts3.htm,Humanities and the arts,Research Article,The rise of gemination in Celtic,https://open-research-europe.ec.europa.eu/articles/3-24,N/A,[version 2; peer review: 4 approved],David Stifter,Horizon 2020 Framework Programme,Martin Joachim Kümmel; Karin Stüber; Anders Jørgensen; Elisa Roma; Gianguido Manzelli,2024-02-08
Humanities and the arts3.htm,Humanities and the arts,Research Article,Gaussian process models for geographic controls in phylogenetic trees,https://open-research-europe.ec.europa.eu/articles/3-57,N/A,"[version 2; peer review: 1 approved, 3 approved with reservations, 1 not approved]",Frederik Hartmann; Gerhard Jäger,Horizon 2020 Framework Programme; Deutsche Forschungsgemeinschaft,Tiago Tresoldi; Thomas Brochhagen; Frederic Blum; Grégoire Clarté; Natalia Chousou-Polydouri; Nico Neureiter,2024-01-22
Humanities and the arts3.htm,Humanities and the arts,Essay,The Fall of Acre and the Salvation of Sodom. The use of peccatis exigentibus in response to the loss of Acre in 1291.,https://open-research-europe.ec.europa.eu/articles/4-21,N/A,[version 1; peer review: 2 approved with reservations],Christoph Pretzer,Horizon 2020 Framework Programme,Jessalynn Bird; Philippa Byrne,2024-01-17
Humanities and the arts3.htm,Humanities and the arts,Essay,Memory in the digital age,https://open-research-europe.ec.europa.eu/articles/3-123,N/A,"[version 2; peer review: 1 approved, 2 approved with reservations]",Silvana Mandolessi,Horizon Europe Framework Programme,Manuel Menke; Eivind Røssaak; Jessica Ortner,2024-01-12
Humanities and the arts3.htm,Humanities and the arts,Essay,Controlling the environment with Artificial Intelligence risks intensifying social inequalities and colonization,https://open-research-europe.ec.europa.eu/articles/4-16,N/A,[version 1; peer review: 2 approved with reservations],Ingrid CAMPO RUIZ,Horizon Europe Framework Programme,Loveleen Gaur; Ross Boyd,2024-01-11
Humanities and the arts3.htm,Humanities and the arts,Case Study,Modelling the Archipelago: Corfu as a Case Study for a Digital Edition of Cristoforo Buondelmonti’s Liber Insularum,https://open-research-europe.ec.europa.eu/articles/4-11,N/A,"[version 1; peer review: 4 approved, 1 approved with reservations]",Benedetta Bessi; Daniele Fusi,Horizon 2020 Framework Programme,Eric Poehler; Melina Tamiolaki; Anna Foka; Emeri Farinetti; Elton Barker; Chiara Palladino,2024-01-08
Humanities and the arts3.htm,Humanities and the arts,Research Article,Textual heritage and digital archives – the case of the Hyakugo Archive in Kyoto,https://open-research-europe.ec.europa.eu/articles/3-218,N/A,"[version 1; peer review: 2 approved, 1 approved with reservations]",Edoardo GERLINI,Horizon 2020 Framework Programme,David Harvey; Titia van der Werf; Hideaki Akamatsu,2023-12-20
Humanities and the arts3.htm,Humanities and the arts,Essay,"Talent has no race, has no face - but it has a skin colour: The ‘appropriate femininity’ with the case of Kurdish-Swedish Actress Evin Ahmad",https://open-research-europe.ec.europa.eu/articles/3-194,N/A,[version 1; peer review: 2 approved],Özlem Belçim Galip,Horizon Europe Framework Programme,Necla Acik; Stéphane Narcis,2023-11-10
Humanities and the arts3.htm,Humanities and the arts,Data Note,Lexical data for the historical comparison of Rgyalrongic languages,https://open-research-europe.ec.europa.eu/articles/3-99,N/A,[version 2; peer review: 3 approved],Yunfan Lai; Johann-Mattis List,Horizon 2020 Framework Programme; Horizon Europe Framework Programme; Irish Research Council,Alexis Michaud; Mark Alves; Norihiko Hayashi,2023-10-18
Humanities and the arts3.htm,Humanities and the arts,Essay,“You left a void that we will never be able to fill”: The legacy of Edmond Amran El Maleh in a contemporary Moroccan novella,https://open-research-europe.ec.europa.eu/articles/3-165,N/A,[version 1; peer review: 2 approved],Fernanda Fischione,Horizon Europe Framework Programme,Cristina Dozio; Richard Ajah,2023-09-29
Humanities and the arts3.htm,Humanities and the arts,Data Note,Data Note: The Digital Ludeme Project Database,https://open-research-europe.ec.europa.eu/articles/3-164,N/A,[version 1; peer review: 2 approved],Cameron Browne; Matthew Stephenson; Walter Crist,H2020 Framework Programme,Aris Politopoulos; Jorge Nuno Silva; João Pedro Neto,2023-09-28
Humanities and the arts4.htm,Humanities and the arts,Essay,"The wolf, the lamb, and the big “Oh!”: voids, (w)holes, and epitaphic emptiness in Frances Burney’s Hubert de Vere",https://open-research-europe.ec.europa.eu/articles/3-138,N/A,[version 1; peer review: 3 approved],Francesca Saggini,Horizon Europe Framework Programme,Maria Grazia Dongu; Mascha Hansen; Lorna Clark,2023-09-06
Humanities and the arts4.htm,Humanities and the arts,Research Article,Dynamics of single mothers’ semantic strategies in Anglophone non-fiction,https://open-research-europe.ec.europa.eu/articles/3-79,N/A,"[version 2; peer review: 2 approved, 1 approved with reservations]",Dmitrii Sergeev,Horizon 2020 Framework Programme,Valerie Renegar; Jai Mackenzie; Sucharita Sarkar,2023-08-08
Humanities and the arts4.htm,Humanities and the arts,Research Article,The self-reflexivity in transnational literature: Re-writing the migration in female migrant writers,https://open-research-europe.ec.europa.eu/articles/3-31,N/A,[version 2; peer review: 2 approved],Maria Luisa Di Martino,Horizon 2020 Framework Programme,Anne-Iris Romens; Lucia Miranda Leibe,2023-07-31
Humanities and the arts4.htm,Humanities and the arts,Research Article,Staging enmity: reading populist productions of shame with Jelinek’s On the Royal Road,https://open-research-europe.ec.europa.eu/articles/3-23,N/A,"[version 2; peer review: 2 approved, 1 approved with reservations]",Juliane Prade-Weiss,Horizon 2020 Framework Programme,Bécquer Seguín; Encarnacion Hidalgo Tenorio; Paolo Gerbaudo,2023-07-26
