题目,链接,发表时间,资助者个数,资助者名称,文章ID,标准化资助者名称,是否_H2020,是否_HEurope,是否_双重资助,是否_均无资助
"Multi3Generation: Multitask, Multilingual, and Multimodal Language Generation",https://open-research-europe.ec.europa.eu/articles/3-176,2024-05-21,4,European Cooperation in Science and Technology,3-176,european cooperation in science and technology,False,False,False,True
Efficacy and safety of chimeric antigen receptor T-cell (CAR-T) therapy in hematologic malignancies: a living systematic review (protocol),https://open-research-europe.ec.europa.eu/articles/2-38,2024-05-21,1,Horizon 2020 Framework Programme,2-38,horizon 2020 framework programme,True,False,False,False
"Sexual functioning is not, but psychological burden is predictive for receiving help in pelvic physical therapy practice: A cross-sectional study",https://open-research-europe.ec.europa.eu/articles/3-141,2024-05-20,1,European Cooperation in Science and Technology,3-141,european cooperation in science and technology,False,False,False,True
Portugal's health in all policies: A comprehensive review of legal frameworks,https://open-research-europe.ec.europa.eu/articles/5-85,2025-03-27,2,EU4H Project Grants - JAPReventNCD,5-85,eu4h project grants - japreventncd,True,False,False,False
Portugal's health in all policies: A comprehensive review of legal frameworks,https://open-research-europe.ec.europa.eu/articles/5-85,2025-03-27,2,European Union’s Horizon 2020 research and innovation programme,5-85,european union’s horizon 2020 research and innovation programme,True,False,False,False
A phylogenetic classification of the Je language family,https://open-research-europe.ec.europa.eu/articles/5-29,2025-03-27,1,Horizon 2020 Framework Programme,5-29,horizon 2020 framework programme,True,False,False,False
Development and comparative analysis of machine learning algorithms for predictive atmospheric corrosion modeling,https://open-research-europe.ec.europa.eu/articles/5-84,2025-03-27,1,Horizon 2020 Framework Programme,5-84,horizon 2020 framework programme,True,False,False,False
Assuming Agency: Women of nobility as forced migrants,https://open-research-europe.ec.europa.eu/articles/5-83,2025-03-27,1,Horizon Europe Framework Programme,5-83,horizon europe framework programme,False,True,False,False
Digital Innovations for Transformative Food Systems Governance: Conceptualising a COMMONSource test case,https://open-research-europe.ec.europa.eu/articles/5-82,2025-03-27,1,Horizon Europe Framework Programme,5-82,horizon europe framework programme,False,True,False,False
Monitoring spatiotemporal changes in global change drivers and their effects on semiarid woodlands and forests - fieldwork protocol,https://open-research-europe.ec.europa.eu/articles/4-270,2025-03-26,1,Horizon Europe Framework Programme,4-270,horizon europe framework programme,False,True,False,False
Exploring the sustainable energy Potential of Positive Energy Districts (PED) via Geographic Information System (GIS),https://open-research-europe.ec.europa.eu/articles/5-81,2025-03-26,3,Horizon 2020 Framework Programme,5-81,horizon 2020 framework programme,True,False,False,False
Exploring the sustainable energy Potential of Positive Energy Districts (PED) via Geographic Information System (GIS),https://open-research-europe.ec.europa.eu/articles/5-81,2025-03-26,3,"European Union, JPI Urban Europe PED programme",5-81,"european union, jpi urban europe ped programme",True,False,False,False
Exploring the sustainable energy Potential of Positive Energy Districts (PED) via Geographic Information System (GIS),https://open-research-europe.ec.europa.eu/articles/5-81,2025-03-26,3,Türkiye Bilimsel ve Teknolojik Araştırma Kurumu,5-81,türkiye bilimsel ve teknolojik araştırma kurumu,True,False,False,False
Recent earthquakes in Svalbard sourced from transform-parallel thrust systems: implications for linear earthquake swarms and earthquake risk,https://open-research-europe.ec.europa.eu/articles/5-80,2025-03-26,2,Horizon 2020 Framework Programme,5-80,horizon 2020 framework programme,True,False,False,False
Recent earthquakes in Svalbard sourced from transform-parallel thrust systems: implications for linear earthquake swarms and earthquake risk,https://open-research-europe.ec.europa.eu/articles/5-80,2025-03-26,2,Norges Forskningsråd,5-80,norges forskningsråd,True,False,False,False
"Improving Fleet Size Estimation for Factory Logistics Under Demand, Speed, and Efficiency Uncertainty",https://open-research-europe.ec.europa.eu/articles/5-79,2025-03-25,1,Horizon 2020 Framework Programme,5-79,horizon 2020 framework programme,True,False,False,False
Pelvic floor complaint profiles in young adult women; a file review study in pelvic physical therapy practices in the Netherlands,https://open-research-europe.ec.europa.eu/articles/5-78,2025-03-24,1,Horizon Europe Framework Programme,5-78,horizon europe framework programme,False,True,False,False
"Dimensions, stability, and deformability of DOPC-cholesterol giant unilamellar vesicles formed by droplet transfer",https://open-research-europe.ec.europa.eu/articles/5-77,2025-03-24,1,Horizon 2020 Framework Programme,5-77,horizon 2020 framework programme,True,False,False,False
Transnational readings in the Trumpocene: Kim Stanley Robinson’s New York 2140 and Chris Beckett’s America City,https://open-research-europe.ec.europa.eu/articles/4-214,2025-03-24,1,Horizon 2020 Framework Programme,4-214,horizon 2020 framework programme,True,False,False,False
"Balancing Security and Privacy: Web Bot Detection, Privacy Challenges, and Regulatory Compliance under the GDPR and AI Act",https://open-research-europe.ec.europa.eu/articles/5-76,2025-03-24,3,Horizon Europe Framework Programme,5-76,horizon europe framework programme,False,True,False,False
"Balancing Security and Privacy: Web Bot Detection, Privacy Challenges, and Regulatory Compliance under the GDPR and AI Act",https://open-research-europe.ec.europa.eu/articles/5-76,2025-03-24,3,Research Fund KU Leuven,5-76,research fund ku leuven,False,True,False,False
"Balancing Security and Privacy: Web Bot Detection, Privacy Challenges, and Regulatory Compliance under the GDPR and AI Act",https://open-research-europe.ec.europa.eu/articles/5-76,2025-03-24,3,Flemish Research Programme Cybersecurity,5-76,flemish research programme cybersecurity,False,True,False,False
Universal mental health training for frontline professionals (UMHT)’s feasibility analysis,https://open-research-europe.ec.europa.eu/articles/4-96,2025-03-21,1,Horizon Europe Framework Programme,4-96,horizon europe framework programme,False,True,False,False
"Policymaking integration, policy coherence, and whole-of-government approaches: a qualitative systematic review of advice for policymakers",https://open-research-europe.ec.europa.eu/articles/5-75,2025-03-21,1,Horizon Europe Framework Programme,5-75,horizon europe framework programme,False,True,False,False
Sharing behavior and health care utilization following direct-to-consumer genetic testing: a systematic review,https://open-research-europe.ec.europa.eu/articles/5-74,2025-03-21,1,Horizon Europe Framework Programme,5-74,horizon europe framework programme,False,True,False,False
Mechanochemistry in Europe: where we come from and where we are now,https://open-research-europe.ec.europa.eu/articles/5-73,2025-03-20,1,Horizon Europe Framework Programme,5-73,horizon europe framework programme,False,True,False,False
"Transnational patterns, social networks and self-help organizations for migrant women",https://open-research-europe.ec.europa.eu/articles/4-67,2025-03-20,1,European Cooperation in Science and Technology,4-67,european cooperation in science and technology,False,False,False,True
Characterization of silicon photomultipliers with different structures,https://open-research-europe.ec.europa.eu/articles/5-72,2025-03-19,1,Horizon Europe Framework Programme,5-72,horizon europe framework programme,False,True,False,False
Machine learning-based identification of key biotic and abiotic drivers of mineral weathering rate in a complex enhanced weathering experiment,https://open-research-europe.ec.europa.eu/articles/5-71,2025-03-18,1,Horizon 2020 Framework Programme,5-71,horizon 2020 framework programme,True,False,False,False
The FIRE-IN project: Tsunami-risk related practitioner challenges and 3rd cycle overall results,https://open-research-europe.ec.europa.eu/articles/3-5,2024-05-17,1,Horizon 2020 Framework Programme,3-5,horizon 2020 framework programme,True,False,False,False
Physics-informed neural networks for high-resolution weather reconstruction from sparse weather stations,https://open-research-europe.ec.europa.eu/articles/4-99,2024-05-10,2,Horizon Europe Framework Programme,4-99,horizon europe framework programme,False,True,False,False
Physics-informed neural networks for high-resolution weather reconstruction from sparse weather stations,https://open-research-europe.ec.europa.eu/articles/4-99,2024-05-10,2,Spanish Ministry of Science and Innovation (MCIN) and the State Bureau of Investigation (AEI),4-99,spanish ministry of science and innovation (mcin) and the state bureau of investigation (aei),False,True,False,False
Continuous Auditing and Continuous Certification of Cloud Services in MEDINA – Security Auditor’s View,https://open-research-europe.ec.europa.eu/articles/3-208,2024-05-01,1,Horizon 2020 Framework Programme,3-208,horizon 2020 framework programme,True,False,False,False
Acid leaching technology for post-consumer gypsum purification,https://open-research-europe.ec.europa.eu/articles/3-148,2024-05-01,1,Horizon 2020 Framework Programme,3-148,horizon 2020 framework programme,True,False,False,False
Scoping review protocol on research prioritisation for preparedness and response to outbreaks of high consequence pathogens,https://open-research-europe.ec.europa.eu/articles/3-16,2024-04-29,1,Horizon 2020 Framework Programme,3-16,horizon 2020 framework programme,True,False,False,False
Regulatory Implications for considering flexible resources in network expansion planning: main lessons from regional cases in the H2020 FlexPlan project,https://open-research-europe.ec.europa.eu/articles/3-149,2024-04-29,1,Horizon 2020 Framework Programme,3-149,horizon 2020 framework programme,True,False,False,False
"Sustainable energy skills in the construction sector 3.0: expertise, lessons learned, and developed methodologies on energy efficiency skills competencies, and qualifications",https://open-research-europe.ec.europa.eu/articles/4-92,2024-04-24,2,Horizon 2020 Framework Programme,4-92,horizon 2020 framework programme,True,False,False,False
