标题;链接;作者;机构;国家;大学
Life cycle analysis of the solar thermochemical energy storage scheme SOCRATCES;https://open-research-europe.ec.europa.eu/articles/2-14;Gerhard Schories;TTZ Bremerhaven, Bremerhaven, Bremen, 27572;Germany;
Drone-based electromagnetic survey system for geophysical applications;https://open-research-europe.ec.europa.eu/articles/2-3;Markku Pirttijärvi;Radai Ltd, Teknologiantie 18, Oulu, 90590;Finland;
Drone-based electromagnetic survey system for geophysical applications;https://open-research-europe.ec.europa.eu/articles/2-3;Ari Saartenoja;Radai Ltd, Teknologiantie 18, Oulu, 90590;Finland;
Drone-based electromagnetic survey system for geophysical applications;https://open-research-europe.ec.europa.eu/articles/2-3;Pekka Korkeakangas;Radai Ltd, Teknologiantie 18, Oulu, 90590;Finland;
Non-combustion non-solar deployment characterization of a free-piston Stirling engine to integrate with an exothermic reactor;https://open-research-europe.ec.europa.eu/articles/1-155;Muhammad Eusha;Verfahrenstechnik zum Stofftransport, Technologie-Transfer-Zentrum Bremerhaven, Bremerhaven, Bremen, 27572;Germany;
Non-combustion non-solar deployment characterization of a free-piston Stirling engine to integrate with an exothermic reactor;https://open-research-europe.ec.europa.eu/articles/1-155;Wolfgang Schulz;Verfahrenstechnik zum Stofftransport, Technologie-Transfer-Zentrum Bremerhaven, Bremerhaven, Bremen, 27572;Germany;
Non-combustion non-solar deployment characterization of a free-piston Stirling engine to integrate with an exothermic reactor;https://open-research-europe.ec.europa.eu/articles/1-155;Günter Schumacher;Verfahrenstechnik zum Stofftransport, Technologie-Transfer-Zentrum Bremerhaven, Bremerhaven, Bremen, 27572;Germany;
Non-combustion non-solar deployment characterization of a free-piston Stirling engine to integrate with an exothermic reactor;https://open-research-europe.ec.europa.eu/articles/1-155;Faraz Rasheed Mir;Verfahrenstechnik zum Stofftransport, Technologie-Transfer-Zentrum Bremerhaven, Bremerhaven, Bremen, 27572;Germany;
Non-combustion non-solar deployment characterization of a free-piston Stirling engine to integrate with an exothermic reactor;https://open-research-europe.ec.europa.eu/articles/1-155;Gerhard Schories;Verfahrenstechnik zum Stofftransport, Technologie-Transfer-Zentrum Bremerhaven, Bremerhaven, Bremen, 27572;Germany;
Genomic evidence for the parallel regression of melatonin synthesis and signaling pathways in placental mammals;https://open-research-europe.ec.europa.eu/articles/1-75;Christopher A. Emerling;Institut des Sciences de l’Evolution de Montpellier (ISEM), CNRS, IRD, EPHE, Université de Montpellier, Montpellier;France;Université de Montpellier
Genomic evidence for the parallel regression of melatonin synthesis and signaling pathways in placental mammals;https://open-research-europe.ec.europa.eu/articles/1-75;Mark S. Springer;Department of Evolution, Ecology, and Organismal Biology, University of California, Riverside, Riverside, CA, 92521;USA;University of California
Genomic evidence for the parallel regression of melatonin synthesis and signaling pathways in placental mammals;https://open-research-europe.ec.europa.eu/articles/1-75;John Gatesy;Division of Vertebrate Zoology, American Museum of Natural History, New York, NY, 10024;USA;
Genomic evidence for the parallel regression of melatonin synthesis and signaling pathways in placental mammals;https://open-research-europe.ec.europa.eu/articles/1-75;Zachary Jones;Museum of Vertebrate Zoology, University of California, Berkeley, Berkeley, CA, 94720;USA;University of California
Genomic evidence for the parallel regression of melatonin synthesis and signaling pathways in placental mammals;https://open-research-europe.ec.europa.eu/articles/1-75;Deana Hamilton;Museum of Vertebrate Zoology, University of California, Berkeley, Berkeley, CA, 94720;USA;University of California
Genomic evidence for the parallel regression of melatonin synthesis and signaling pathways in placental mammals;https://open-research-europe.ec.europa.eu/articles/1-75;David Xia-Zhu;Museum of Vertebrate Zoology, University of California, Berkeley, Berkeley, CA, 94720;USA;University of California
Genomic evidence for the parallel regression of melatonin synthesis and signaling pathways in placental mammals;https://open-research-europe.ec.europa.eu/articles/1-75;Matt Collin;Department of Evolution, Ecology, and Organismal Biology, University of California, Riverside, Riverside, CA, 92521;USA;University of California
Genomic evidence for the parallel regression of melatonin synthesis and signaling pathways in placental mammals;https://open-research-europe.ec.europa.eu/articles/1-75;Frédéric Delsuc;Institut des Sciences de l’Evolution de Montpellier (ISEM), CNRS, IRD, EPHE, Université de Montpellier, Montpellier;France;Université de Montpellier
Enabling transdisciplinary research: Suggestions for avoiding `road-blocks' based on a case study;https://open-research-europe.ec.europa.eu/articles/1-147;Martin Coath;External Consultant, Danish Meteorological Institute, Copenhagen;Denmark;
Enabling transdisciplinary research: Suggestions for avoiding `road-blocks' based on a case study;https://open-research-europe.ec.europa.eu/articles/1-147;Ilona Mettiäinen;Arctic Centre, University of Lapland, Rovaniemi;Finland;University of Lapland
Enabling transdisciplinary research: Suggestions for avoiding `road-blocks' based on a case study;https://open-research-europe.ec.europa.eu/articles/1-147;Roxana Contreras;Arctic Centre, University of Lapland, Rovaniemi;Finland;University of Lapland
Enabling transdisciplinary research: Suggestions for avoiding `road-blocks' based on a case study;https://open-research-europe.ec.europa.eu/articles/1-147;Jusu Toivonen;Rukakeskus, Rukatunturintie 9, FI 93830;Finland;
Enabling transdisciplinary research: Suggestions for avoiding `road-blocks' based on a case study;https://open-research-europe.ec.europa.eu/articles/1-147;John Moore;College of Global Change and Earth System Science, Beijing Normal University, Beijing, 100875;China;Beijing Normal University
Direct laser writing of liquid crystal elastomers oriented by a horizontal electric field;https://open-research-europe.ec.europa.eu/articles/1-129;Marco Carlotti;Center for Materials Interfaces (CMI), Italian Institute of Technology, Viale Rinaldo Piaggio 34, Pontedera, 56025;Italy;
Direct laser writing of liquid crystal elastomers oriented by a horizontal electric field;https://open-research-europe.ec.europa.eu/articles/1-129;Omar Tricinci;Center for Materials Interfaces (CMI), Italian Institute of Technology, Viale Rinaldo Piaggio 34, Pontedera, 56025;Italy;
Direct laser writing of liquid crystal elastomers oriented by a horizontal electric field;https://open-research-europe.ec.europa.eu/articles/1-129;Frank den Hoed;Engineering and Technology institute Groningen (ENTEG), University of Groningen, Nijenborgh 4, Groningen, 4747 AG;The Netherlands;University of Groningen
Direct laser writing of liquid crystal elastomers oriented by a horizontal electric field;https://open-research-europe.ec.europa.eu/articles/1-129;Stefano Palagi;The Biorobotic Institute, Scuola Superiore Sant'Anna, Viale Rinaldo Piaggio 34, Pontedera, 56025;Italy;
Direct laser writing of liquid crystal elastomers oriented by a horizontal electric field;https://open-research-europe.ec.europa.eu/articles/1-129;Virgilio Mattoli;Center for Materials Interfaces (CMI), Italian Institute of Technology, Viale Rinaldo Piaggio 34, Pontedera, 56025;Italy;
Crossover comparison of climate-change adaptation measures taken in the Gdansk (Baltic-sea) and Rotterdam (Nord-sea) deltas.;https://open-research-europe.ec.europa.eu/articles/1-9;Fred Sanders;CPONH NGO, Heerhugowaard;The Netherlands;
Crossover comparison of climate-change adaptation measures taken in the Gdansk (Baltic-sea) and Rotterdam (Nord-sea) deltas.;https://open-research-europe.ec.europa.eu/articles/1-9;Hugo Sanders;CPONH NGO, Heerhugowaard;The Netherlands;
Crossover comparison of climate-change adaptation measures taken in the Gdansk (Baltic-sea) and Rotterdam (Nord-sea) deltas.;https://open-research-europe.ec.europa.eu/articles/1-9;Karen Jonkers;CPONH NGO, Heerhugowaard;The Netherlands;
Spontaneity of nuclear fusion: a qualitative analysis via classical thermodynamics;https://open-research-europe.ec.europa.eu/articles/1-67;Silvano Tosti;Dept. of Fusion and Technology for Nuclear Safety and Security, ENEA C.R. Frascati, Via E. Fermi 45, Frascati, 00044;Italy;
Direct oligonucleotide sequencing with nanopores;https://open-research-europe.ec.europa.eu/articles/1-47;Sachin Chalapati;Helixworks Technologies, Environmental Research Institute, University College Cork, Cork, T23 XE10;Ireland;University College Cork
Direct oligonucleotide sequencing with nanopores;https://open-research-europe.ec.europa.eu/articles/1-47;Conor A Crosbie;Helixworks Technologies, Environmental Research Institute, University College Cork, Cork, T23 XE10;Ireland;University College Cork
Direct oligonucleotide sequencing with nanopores;https://open-research-europe.ec.europa.eu/articles/1-47;Dixita Limbachiya;Helixworks Technologies, Environmental Research Institute, University College Cork, Cork, T23 XE10;Ireland;University College Cork
Direct oligonucleotide sequencing with nanopores;https://open-research-europe.ec.europa.eu/articles/1-47;Nimesh Pinnamaneni;Helixworks Technologies, Environmental Research Institute, University College Cork, Cork, T23 XE10;Ireland;University College Cork
The SUNShINE platform: efficiency, transparency and standardization in the dEEP renovation process of multi-family buildings;https://open-research-europe.ec.europa.eu/articles/1-86;Charlotte Eloise Stancioff;Ekubirojs, Calle de la villa 2, Madrid;Spain;
The SUNShINE platform: efficiency, transparency and standardization in the dEEP renovation process of multi-family buildings;https://open-research-europe.ec.europa.eu/articles/1-86;Laila Māra Pesoa;Ekubirojs, Noliktavas street 3-2, Riga;Latvia;
The SUNShINE platform: efficiency, transparency and standardization in the dEEP renovation process of multi-family buildings;https://open-research-europe.ec.europa.eu/articles/1-86;Plamen Penev;Stage AI, Sofia;Bulgaria;
The SUNShINE platform: efficiency, transparency and standardization in the dEEP renovation process of multi-family buildings;https://open-research-europe.ec.europa.eu/articles/1-86;Karine Jegiazarjana;Ekubirojs, Noliktavas street 3-2, Riga;Latvia;
The future of public health policymaking after COVID-19: a qualitative systematic review of lessons from Health in All Policies;https://open-research-europe.ec.europa.eu/articles/1-23;Paul Cairney;History, Heritage, and Politics, University of Stirling, Stirling, FK94LA;UK;University of Stirling
The future of public health policymaking after COVID-19: a qualitative systematic review of lessons from Health in All Policies;https://open-research-europe.ec.europa.eu/articles/1-23;Emily St Denny;Department of Political Science, University of Copenhagen, Copenhagen, DK-1353;Denmark;University of Copenhagen
The future of public health policymaking after COVID-19: a qualitative systematic review of lessons from Health in All Policies;https://open-research-europe.ec.europa.eu/articles/1-23;Heather Mitchell;Faculty of Health Sciences, University of Stirling, Stirling, FK94LA;UK;University of Stirling
