题目;链接;姓名;机构;国家;状态
Assessing the potential of Other Effective area-based Conservation Measures (OECMs) for contributing to conservation targets: A global scoping review protocol;https://open-research-europe.ec.europa.eu/articles/3-118/v1;Jansen Smith;University of Minnesota Duluth;USA;Normal
Assessing the potential of Other Effective area-based Conservation Measures (OECMs) for contributing to conservation targets: A global scoping review protocol;https://open-research-europe.ec.europa.eu/articles/3-118/v1;Matthew James Grainger;Norwegian Institute for Nature Research;Norway;Normal
Assessing the potential of Other Effective area-based Conservation Measures (OECMs) for contributing to conservation targets: A global scoping review protocol;https://open-research-europe.ec.europa.eu/articles/3-118/v1;Siyuan He;Chinese Academy of Sciences Beijing;China;Normal
Hybrid AC/DC architecture in the CE.D.E.R.-CIEMAT microgrid: demonstration of the TIGON project;https://open-research-europe.ec.europa.eu/articles/2-123;Ehab H.E. Bayoumi;The British University in Egypt;Egypt;Normal
Hybrid AC/DC architecture in the CE.D.E.R.-CIEMAT microgrid: demonstration of the TIGON project;https://open-research-europe.ec.europa.eu/articles/2-123;Daniele Bosich;University of Trieste;Italy;Normal
Hybrid AC/DC architecture in the CE.D.E.R.-CIEMAT microgrid: demonstration of the TIGON project;https://open-research-europe.ec.europa.eu/articles/2-123;Othmane ABDELKHALEK;Tahri Mohamed University Béchar;Algeria;Normal
System-Based Protection Method for High-Voltage Pulse Generator Switching Units in Biomass Electroporation;https://open-research-europe.ec.europa.eu/articles/3-171;Vitalij Novickij;Vilnius Gediminas Technical University;Lithuania;Normal
System-Based Protection Method for High-Voltage Pulse Generator Switching Units in Biomass Electroporation;https://open-research-europe.ec.europa.eu/articles/3-171;Jie Zhuang;Suzhou Institute of Biomedical Engineering and Technology;China;Normal
System-Based Protection Method for High-Voltage Pulse Generator Switching Units in Biomass Electroporation;https://open-research-europe.ec.europa.eu/articles/3-171;Rai Naveed Arshad;Universiti Teknologi Malaysia;Malaysia;Normal
System-Based Protection Method for High-Voltage Pulse Generator Switching Units in Biomass Electroporation;https://open-research-europe.ec.europa.eu/articles/3-171;Roman Karki;Nepal Agricultural Research Council;Nepal;Normal
Ethnic and religious identities in Russian penal institutions: A case study of Uzbek Transnational Muslim prisoners;https://open-research-europe.ec.europa.eu/articles/3-122;Agnieszka Kubal;University College London;UK;Normal
Ethnic and religious identities in Russian penal institutions: A case study of Uzbek Transnational Muslim prisoners;https://open-research-europe.ec.europa.eu/articles/3-122;Gavin Slade;Nazarbayev University;Kazakhstan;Normal
Modelling the Archipelago: Corfu as a Case Study for a Digital Edition of Cristoforo Buondelmonti’s Liber Insularum;https://open-research-europe.ec.europa.eu/articles/4-11;Eric Poehler;University of Massachusetts Amherst;USA;Normal
Modelling the Archipelago: Corfu as a Case Study for a Digital Edition of Cristoforo Buondelmonti’s Liber Insularum;https://open-research-europe.ec.europa.eu/articles/4-11;Melina Tamiolaki;University of Crete;Greece;Normal
Modelling the Archipelago: Corfu as a Case Study for a Digital Edition of Cristoforo Buondelmonti’s Liber Insularum;https://open-research-europe.ec.europa.eu/articles/4-11;Anna Foka;Uppsala University;Sweden;Normal
Modelling the Archipelago: Corfu as a Case Study for a Digital Edition of Cristoforo Buondelmonti’s Liber Insularum;https://open-research-europe.ec.europa.eu/articles/4-11;Emeri Farinetti;Roma Tre University;Italy;Normal
Modelling the Archipelago: Corfu as a Case Study for a Digital Edition of Cristoforo Buondelmonti’s Liber Insularum;https://open-research-europe.ec.europa.eu/articles/4-11;Elton Barker;The Open University;UK;Normal
Social theory and science diplomacy;https://open-research-europe.ec.europa.eu/articles/4-10;Kleinsy Bonilla;State University of Campinas;Italy;Normal
Social theory and science diplomacy;https://open-research-europe.ec.europa.eu/articles/4-10;Pierre-Bruno Ruffini;University of Le Havre Normandie;France;Normal
An extended approach to impact assessment in the Horizon 2020 digital manufacturing domain;https://open-research-europe.ec.europa.eu/articles/4-9;Fotios K. Konstantinidis;Institute of Communication and Computer Systems;Greece;Normal
An extended approach to impact assessment in the Horizon 2020 digital manufacturing domain;https://open-research-europe.ec.europa.eu/articles/4-9;Devarajan Ramanujan;Aarhus University;Denmark;Normal
An extended approach to impact assessment in the Horizon 2020 digital manufacturing domain;https://open-research-europe.ec.europa.eu/articles/4-9;Davide Settembre Blundo;Rey Juan Carlos University;Spain;Normal
Threshold studies for a hot beam superradiant laser including an atomic guiding potential;https://open-research-europe.ec.europa.eu/articles/4-8;Fabian Finger;ETH Zurich;Switzerland;Normal
Threshold studies for a hot beam superradiant laser including an atomic guiding potential;https://open-research-europe.ec.europa.eu/articles/4-8;Dylan Young;University of Colorado Boulder;USA;Normal
Threshold studies for a hot beam superradiant laser including an atomic guiding potential;https://open-research-europe.ec.europa.eu/articles/4-8;Stuart J Masson;Columbia University;USA;Normal
Threshold studies for a hot beam superradiant laser including an atomic guiding potential;https://open-research-europe.ec.europa.eu/articles/4-8;Tiantian Shi;Peking University;China;Normal
Towards a new PhD Curriculum for Digital Finance;https://open-research-europe.ec.europa.eu/articles/4-7;Albulena Shala;"University of Prishtina ""Hasan Prishtina""";Kosovo (Serbia and Montenegro);Normal
Towards a new PhD Curriculum for Digital Finance;https://open-research-europe.ec.europa.eu/articles/4-7;Roman Matkovskyy;Rennes School of Business;France;Normal
A novel and advanced control method based on Fuzzy-PI for joint wear simulators;https://open-research-europe.ec.europa.eu/articles/4-6;Nasir awad;Mustansiriyah University;Iraq;Normal
A novel and advanced control method based on Fuzzy-PI for joint wear simulators;https://open-research-europe.ec.europa.eu/articles/4-6;Chuanxin M. Niu;Shanghai Jiao Tong University;China;Normal
Exploring the impacts of social media and crowdsourcing on disaster resilience;https://open-research-europe.ec.europa.eu/articles/1-60;Pakhee Kumar;University College London;UK;Normal
Exploring the impacts of social media and crowdsourcing on disaster resilience;https://open-research-europe.ec.europa.eu/articles/1-60;Rob Grace;Texas Tech University;USA;Normal
RoBétArmé Project: Human-robot collaborative construction system for shotcrete digitization and automation through advanced perception, cognition, mobility and additive manufacturing skills;https://open-research-europe.ec.europa.eu/articles/4-4;Konstantinos Tsintotas;Democritus University of Thrace;Greece;Normal
RoBétArmé Project: Human-robot collaborative construction system for shotcrete digitization and automation through advanced perception, cognition, mobility and additive manufacturing skills;https://open-research-europe.ec.europa.eu/articles/4-4;Dimitrios Kanoulas;University College London;UK;Normal
RoBétArmé Project: Human-robot collaborative construction system for shotcrete digitization and automation through advanced perception, cognition, mobility and additive manufacturing skills;https://open-research-europe.ec.europa.eu/articles/4-4;Andrea Orlandini;Consiglio Nazionale delle Ricerche (CNR);Italy;Normal
Towards an extensive set of criteria for safety and cyber-security evaluation of cyber-physical systems;https://open-research-europe.ec.europa.eu/articles/3-219;António Casimiro;University of Lisbon;Portugal;Normal
Towards an extensive set of criteria for safety and cyber-security evaluation of cyber-physical systems;https://open-research-europe.ec.europa.eu/articles/3-219;Simona Bernardi;University of Zaragoza;Spain;Normal
Textual heritage and digital archives – the case of the Hyakugo Archive in Kyoto;https://open-research-europe.ec.europa.eu/articles/3-218;David Harvey;Aarhus University;Denmark;Normal
Textual heritage and digital archives – the case of the Hyakugo Archive in Kyoto;https://open-research-europe.ec.europa.eu/articles/3-218;Titia van der Werf;OCLC BV (Ringgold ID: 58627);The Netherlands;Normal
Textual heritage and digital archives – the case of the Hyakugo Archive in Kyoto;https://open-research-europe.ec.europa.eu/articles/3-218;Hideaki Akamatsu;Beppu University;Japan;Normal
Design Authorship: an intrinsic driver of designer-entrepreneurs;https://open-research-europe.ec.europa.eu/articles/1-133;Miikka Lehtonen;Rikkyo University College of Business;Japan;Normal
Design Authorship: an intrinsic driver of designer-entrepreneurs;https://open-research-europe.ec.europa.eu/articles/1-133;Thomas Cooney;Technological University Dublin (TU Dublin);Ireland;Normal
Design Authorship: an intrinsic driver of designer-entrepreneurs;https://open-research-europe.ec.europa.eu/articles/1-133;P.J. White;McMaster University (Ringgold ID: 3710);Canada;Normal
Design Authorship: an intrinsic driver of designer-entrepreneurs;https://open-research-europe.ec.europa.eu/articles/1-133;Michael G. Goldsby;Ball State University;USA;Normal
Strategic concept paper for bioeconomy in Poland: executive summary;https://open-research-europe.ec.europa.eu/articles/3-217;Efstratios Loizou;University of Western Macedonia;Greece;Normal
Strategic concept paper for bioeconomy in Poland: executive summary;https://open-research-europe.ec.europa.eu/articles/3-217;Vlada Vitunskiene;Vytautas Magnus University;Lithuania;Normal
Strategic concept paper for bioeconomy in Poland: executive summary;https://open-research-europe.ec.europa.eu/articles/3-217;Rasa Pakeltiene;Vytautas Magnus University;Lithuania;Normal
Strategic concept paper for bioeconomy in Poland: executive summary;https://open-research-europe.ec.europa.eu/articles/3-217;Rodrigo Salvador;Technical University of Denmark;Denmark;Normal
Investigating syntactic priming cumulative effects in MT-human interaction;https://open-research-europe.ec.europa.eu/articles/1-93;Cândido Oliveira;Centro Federal de Educação Tecnológica de Minas Gerais;Brazil;Normal
Investigating syntactic priming cumulative effects in MT-human interaction;https://open-research-europe.ec.europa.eu/articles/1-93;Michael Carl;Kent State University;USA;Normal
A data-driven global observatory addressing worldwide challenges through text mining and complex data visualisation;https://open-research-europe.ec.europa.eu/articles/2-68;Haowen Xu;Oak Ridge National Laboratory;USA;Normal
A data-driven global observatory addressing worldwide challenges through text mining and complex data visualisation;https://open-research-europe.ec.europa.eu/articles/2-68;Carson Leung;University of Manitoba;Canada;Normal
