题目;链接;发表时间;资助者个数;资助者名称
Generational issues in linking family farming production, traditional food in diet, physical activity and obesity in Pacific Islands countries and territories: the case of the Melanesian population on Lifou Island;https://open-research-europe.ec.europa.eu/articles/1-135;2022-10-11;2;Horizon 2020 Framework Programme
Generational issues in linking family farming production, traditional food in diet, physical activity and obesity in Pacific Islands countries and territories: the case of the Melanesian population on Lifou Island;https://open-research-europe.ec.europa.eu/articles/1-135;2022-10-11;2;the Pacific Island University Research Network grant 2016-2018
A geospatial source selector for federated GeoSPARQL querying;https://open-research-europe.ec.europa.eu/articles/2-48;2022-10-06;1;Horizon 2020 Framework Programme
Action-learning: developing competences to drive the transition towards more sustainable food systems;https://open-research-europe.ec.europa.eu/articles/2-117;2022-10-05;2;Horizon 2020 Framework Programme
Action-learning: developing competences to drive the transition towards more sustainable food systems;https://open-research-europe.ec.europa.eu/articles/2-117;2022-10-05;2;European Commission
preCICE v2: A sustainable and user-friendly coupling library;https://open-research-europe.ec.europa.eu/articles/2-51;2022-09-30;5;Horizon 2020 Framework Programme
preCICE v2: A sustainable and user-friendly coupling library;https://open-research-europe.ec.europa.eu/articles/2-51;2022-09-30;5;Bayerisches Staatsministerium für Wissenschaft und Kunst
preCICE v2: A sustainable and user-friendly coupling library;https://open-research-europe.ec.europa.eu/articles/2-51;2022-09-30;5;International Graduate Research Group on Soft Tissue Robotics
preCICE v2: A sustainable and user-friendly coupling library;https://open-research-europe.ec.europa.eu/articles/2-51;2022-09-30;5;Deutsche Forschungsgemeinschaft
preCICE v2: A sustainable and user-friendly coupling library;https://open-research-europe.ec.europa.eu/articles/2-51;2022-09-30;5;Bundesministerium für Wirtschaft und Energie
Predicting acceptance and adoption of renewable energy community solutions: the prosumer psychology;https://open-research-europe.ec.europa.eu/articles/2-115;2022-09-29;1;Horizon 2020 Framework Programme
New challenges for the Human Oceans Past agenda;https://open-research-europe.ec.europa.eu/articles/2-114;2022-09-29;1;Horizon 2020 Framework Programme
Expressive timing and mechanical instruments: exploring temporal idiomaticity in some music box performances;https://open-research-europe.ec.europa.eu/articles/2-113;2022-09-29;1;Horizon 2020 Framework Programme
A Digital Image Correlation (DIC) prototype system for crack propagation monitoring in aircraft assemblies;https://open-research-europe.ec.europa.eu/articles/2-82;2022-09-28;1;Horizon 2020 Framework Programme
The STArgardt Remofuscin Treatment Trial (STARTT): design and baseline characteristics of enrolled Stargardt patients;https://open-research-europe.ec.europa.eu/articles/1-96;2022-09-27;1;Horizon 2020 Framework Programme
Mobilefuge: A low-cost, portable, open source, 3D-printed centrifuge that can be powered by a mobile phone;https://open-research-europe.ec.europa.eu/articles/2-112;2022-09-22;1;Horizon 2020 Framework Programme
Development of an online pan-European Integrated Pest Management Resource Toolbox;https://open-research-europe.ec.europa.eu/articles/2-72;2022-09-22;1;Horizon 2020 Framework Programme
Implementation of a software defined FLISR solution on an active distribution grid;https://open-research-europe.ec.europa.eu/articles/1-142/v1;2022-09-20;1;Horizon 2020 Framework Programme
Methodological approaches in aggregate formation and microscopic analysis to assess pseudoislet morphology and cellular interactions;https://open-research-europe.ec.europa.eu/articles/2-87;2022-09-20;1;Horizon 2020 Framework Programme
Chromatin structure can introduce systematic biases in genome-wide analyses of Plasmodium falciparum;https://open-research-europe.ec.europa.eu/articles/2-75;2022-09-15;2;Horizon 2020 Framework Programme
Chromatin structure can introduce systematic biases in genome-wide analyses of Plasmodium falciparum;https://open-research-europe.ec.europa.eu/articles/2-75;2022-09-15;2;Agence Nationale de la Recherche
Pharmaceutical pollution: Prediction of environmental concentrations from national wholesales data;https://open-research-europe.ec.europa.eu/articles/2-71;2022-09-15;2;Horizon 2020 Framework Programme
Pharmaceutical pollution: Prediction of environmental concentrations from national wholesales data;https://open-research-europe.ec.europa.eu/articles/2-71;2022-09-15;2;NIVA’s Computational Toxicology Program (NCTP)
Local ecological knowledge and folk medicine in historical Estonia, Livonia, Courland and Galicia in Northeastern Europe, 1805-1905;https://open-research-europe.ec.europa.eu/articles/2-30;2022-09-13;1;Horizon 2020 Framework Programme
Chromosome-scale assembly of the yellow mealworm genome;https://open-research-europe.ec.europa.eu/articles/1-94;2022-09-05;1;Horizon 2020 Framework Programme
The state of the art in beyond 5G distributed massive multiple-input multiple-output communication system solutions;https://open-research-europe.ec.europa.eu/articles/2-106/v1;2022-09-02;1;Horizon 2020
Use of organic fertilizers in solar photo-Fenton process as potential technology to remove pineapple processing wastewater in Costa Rica;https://open-research-europe.ec.europa.eu/articles/2-105;2022-09-01;1;Horizon 2020 Framework Programme
A pilot study of risk-stratified cervical cancer screening;https://open-research-europe.ec.europa.eu/articles/1-84;2022-09-01;1;Horizon 2020 Framework Programme
A spatio-temporal atlas of the developing fetal brain with spina bifida aperta;https://open-research-europe.ec.europa.eu/articles/1-123;2022-08-31;3;Horizon 2020 Framework Programme
A spatio-temporal atlas of the developing fetal brain with spina bifida aperta;https://open-research-europe.ec.europa.eu/articles/1-123;2022-08-31;3;National Institute for Health University College London Hospitals Biomedical Research Centre
A spatio-temporal atlas of the developing fetal brain with spina bifida aperta;https://open-research-europe.ec.europa.eu/articles/1-123;2022-08-31;3;Wellcome and EPSRC
Stability characterization of microfluidics lipid-stabilized double emulsions under physiologically-relevant conditions;https://open-research-europe.ec.europa.eu/articles/2-103;2022-08-30;1;Horizon 2020 Framework Programme
Why is health improvement policy so difficult to secure?;https://open-research-europe.ec.europa.eu/articles/2-76;2022-08-26;1;Horizon 2020 Framework Programme
Non-pharmaceutical interventions during COVID-19 in the UK and Spain: a rapid realist review;https://open-research-europe.ec.europa.eu/articles/2-52;2022-08-26;1;Horizon 2020 Framework Programme
Low-resistivity, high-resolution W-C electrical contacts fabricated by direct-write focused electron beam induced deposition;https://open-research-europe.ec.europa.eu/articles/2-102;2022-08-25;4;Horizon 2020 Framework Programme
Low-resistivity, high-resolution W-C electrical contacts fabricated by direct-write focused electron beam induced deposition;https://open-research-europe.ec.europa.eu/articles/2-102;2022-08-25;4;MCIN/AEI/10.13039/501100011033
Low-resistivity, high-resolution W-C electrical contacts fabricated by direct-write focused electron beam induced deposition;https://open-research-europe.ec.europa.eu/articles/2-102;2022-08-25;4;Consejo Superior de Investigaciones Científicas
Low-resistivity, high-resolution W-C electrical contacts fabricated by direct-write focused electron beam induced deposition;https://open-research-europe.ec.europa.eu/articles/2-102;2022-08-25;4;Gobierno de Aragón
How do career promotion policies affect research publications and open access?;https://open-research-europe.ec.europa.eu/articles/2-99;2022-08-22;1;Horizon 2020 Framework Programme
Making pre-screening for Alzheimer's disease (AD) and Postoperative delirium among post-acute COVID-19 syndrome - (PACS) a national priority: The Deep Neuro Study;https://open-research-europe.ec.europa.eu/articles/2-98;2022-08-22;1;Horizon 2020 Framework Programme
Mapping research on the social impact of the arts: what characterises the field?;https://open-research-europe.ec.europa.eu/articles/1-124;2022-08-18;1;Horizon 2020 Framework Programme
Tracking human interactions with a commercially-available robot over multiple days;https://open-research-europe.ec.europa.eu/articles/2-97;2022-08-16;2;Horizon 2020 Framework Programme
Tracking human interactions with a commercially-available robot over multiple days;https://open-research-europe.ec.europa.eu/articles/2-97;2022-08-16;2;Leverhulme Trust
The COMBAT project: controlling and progressively minimizing the burden of vector-borne animal trypanosomosis in Africa;https://open-research-europe.ec.europa.eu/articles/2-67;2022-08-15;1;Horizon 2020 Framework Programme
Immunoglobulin G isolation by fast protein liquid chromatography (FPLC): Method validation and implementation in patients with amyotrophic lateral sclerosis – a preliminary study;https://open-research-europe.ec.europa.eu/articles/2-93;2022-08-03;1;Horizon 2020 Framework Programme
Osmium and OsOx nanoparticles: an overview of syntheses and applications;https://open-research-europe.ec.europa.eu/articles/2-39;2022-08-01;1;Horizon 2020 Framework Programme
Evolving requirements for materials modelling software and underlying method developments: an inventory and future outlook;https://open-research-europe.ec.europa.eu/articles/2-86;2022-08-01;2;Horizon 2020 Framework Programme
Evolving requirements for materials modelling software and underlying method developments: an inventory and future outlook;https://open-research-europe.ec.europa.eu/articles/2-86;2022-08-01;2;Science and Technology Facilities Council
Uncertainties of particulate organic carbon concentrations in the mesopelagic zone of the Atlantic ocean;https://open-research-europe.ec.europa.eu/articles/1-43;2022-07-29;3;Horizon 2020 Framework Programme
Uncertainties of particulate organic carbon concentrations in the mesopelagic zone of the Atlantic ocean;https://open-research-europe.ec.europa.eu/articles/1-43;2022-07-29;3;National Centre for Earth Observation
Uncertainties of particulate organic carbon concentrations in the mesopelagic zone of the Atlantic ocean;https://open-research-europe.ec.europa.eu/articles/1-43;2022-07-29;3;Natural Environment Research Council
