题目;链接;Version编号;Version时间;Reviewer编号;状态
Algorithm for Key Transparency with Transparent Logs;https://open-research-europe.ec.europa.eu/articles/4-163;Version 1;2024-08-05;3;
Algorithm for Key Transparency with Transparent Logs;https://open-research-europe.ec.europa.eu/articles/4-163;Version 1;2024-08-05;4;
Systematic review: locating qualitative academic publications for reviewing tenants’ and landlords’ renting experiences and interaction in the Majority World;https://open-research-europe.ec.europa.eu/articles/4-178;Version 2;2024-10-02;1;Approved
Systematic review: locating qualitative academic publications for reviewing tenants’ and landlords’ renting experiences and interaction in the Majority World;https://open-research-europe.ec.europa.eu/articles/4-178;Version 2;2024-10-02;2;
Systematic review: locating qualitative academic publications for reviewing tenants’ and landlords’ renting experiences and interaction in the Majority World;https://open-research-europe.ec.europa.eu/articles/4-178;Version 2;2024-10-02;3;
Systematic review: locating qualitative academic publications for reviewing tenants’ and landlords’ renting experiences and interaction in the Majority World;https://open-research-europe.ec.europa.eu/articles/4-178;Version 2;2024-10-02;4;Approved with Reservations
Systematic review: locating qualitative academic publications for reviewing tenants’ and landlords’ renting experiences and interaction in the Majority World;https://open-research-europe.ec.europa.eu/articles/4-178;Version 2;2024-10-02;5;Approved
Systematic review: locating qualitative academic publications for reviewing tenants’ and landlords’ renting experiences and interaction in the Majority World;https://open-research-europe.ec.europa.eu/articles/4-178;Version 1;2024-08-13;1;Approved with Reservations
Systematic review: locating qualitative academic publications for reviewing tenants’ and landlords’ renting experiences and interaction in the Majority World;https://open-research-europe.ec.europa.eu/articles/4-178;Version 1;2024-08-13;2;Approved
Systematic review: locating qualitative academic publications for reviewing tenants’ and landlords’ renting experiences and interaction in the Majority World;https://open-research-europe.ec.europa.eu/articles/4-178;Version 1;2024-08-13;3;Approved
Systematic review: locating qualitative academic publications for reviewing tenants’ and landlords’ renting experiences and interaction in the Majority World;https://open-research-europe.ec.europa.eu/articles/4-178;Version 1;2024-08-13;4;
Systematic review: locating qualitative academic publications for reviewing tenants’ and landlords’ renting experiences and interaction in the Majority World;https://open-research-europe.ec.europa.eu/articles/4-178;Version 1;2024-08-13;5;
Exposure assessment and risks associated with wearing silver nanoparticle-coated textiles;https://open-research-europe.ec.europa.eu/articles/4-100;Version 2;2024-10-02;1;Approved
Exposure assessment and risks associated with wearing silver nanoparticle-coated textiles;https://open-research-europe.ec.europa.eu/articles/4-100;Version 2;2024-10-02;2;
Exposure assessment and risks associated with wearing silver nanoparticle-coated textiles;https://open-research-europe.ec.europa.eu/articles/4-100;Version 2;2024-10-02;3;Approved
Exposure assessment and risks associated with wearing silver nanoparticle-coated textiles;https://open-research-europe.ec.europa.eu/articles/4-100;Version 2;2024-10-02;4;Approved
Exposure assessment and risks associated with wearing silver nanoparticle-coated textiles;https://open-research-europe.ec.europa.eu/articles/4-100;Version 1;2024-05-15;1;Approved with Reservations
Exposure assessment and risks associated with wearing silver nanoparticle-coated textiles;https://open-research-europe.ec.europa.eu/articles/4-100;Version 1;2024-05-15;2;Approved with Reservations
Exposure assessment and risks associated with wearing silver nanoparticle-coated textiles;https://open-research-europe.ec.europa.eu/articles/4-100;Version 1;2024-05-15;3;
Exposure assessment and risks associated with wearing silver nanoparticle-coated textiles;https://open-research-europe.ec.europa.eu/articles/4-100;Version 1;2024-05-15;4;
Financial, Supplies, and Human Resource Preparedness in Management of Covid-19 Pandemic Among Dental Facilities in Nairobi County Kenya;https://open-research-europe.ec.europa.eu/articles/4-209;Version 1;2024-09-26;1;Approved
Digital twins for managing bridge climate change adaptation;https://open-research-europe.ec.europa.eu/articles/4-173;Version 2;2024-09-26;1;Approved
Digital twins for managing bridge climate change adaptation;https://open-research-europe.ec.europa.eu/articles/4-173;Version 2;2024-09-26;2;
Digital twins for managing bridge climate change adaptation;https://open-research-europe.ec.europa.eu/articles/4-173;Version 1;2024-08-08;1;Approved with Reservations
Digital twins for managing bridge climate change adaptation;https://open-research-europe.ec.europa.eu/articles/4-173;Version 1;2024-08-08;2;Approved
Decision Support Systems adoption in pesticide management;https://open-research-europe.ec.europa.eu/articles/4-142;Version 2;2024-09-26;1;
Decision Support Systems adoption in pesticide management;https://open-research-europe.ec.europa.eu/articles/4-142;Version 2;2024-09-26;2;Approved
Decision Support Systems adoption in pesticide management;https://open-research-europe.ec.europa.eu/articles/4-142;Version 2;2024-09-26;3;Approved with Reservations
Decision Support Systems adoption in pesticide management;https://open-research-europe.ec.europa.eu/articles/4-142;Version 2;2024-09-26;4;Approved
Decision Support Systems adoption in pesticide management;https://open-research-europe.ec.europa.eu/articles/4-142;Version 1;2024-07-10;1;Approved with Reservations
Decision Support Systems adoption in pesticide management;https://open-research-europe.ec.europa.eu/articles/4-142;Version 1;2024-07-10;2;Approved with Reservations
Decision Support Systems adoption in pesticide management;https://open-research-europe.ec.europa.eu/articles/4-142;Version 1;2024-07-10;3;
Decision Support Systems adoption in pesticide management;https://open-research-europe.ec.europa.eu/articles/4-142;Version 1;2024-07-10;4;
Disinformation as an obstructionist strategy in climate change mitigation: a review of the scientific literature for a systemic understanding of the phenomenon;https://open-research-europe.ec.europa.eu/articles/4-169;Version 2;2024-09-24;1;Approved
Disinformation as an obstructionist strategy in climate change mitigation: a review of the scientific literature for a systemic understanding of the phenomenon;https://open-research-europe.ec.europa.eu/articles/4-169;Version 2;2024-09-24;2;Approved
Disinformation as an obstructionist strategy in climate change mitigation: a review of the scientific literature for a systemic understanding of the phenomenon;https://open-research-europe.ec.europa.eu/articles/4-169;Version 2;2024-09-24;3;Approved
Disinformation as an obstructionist strategy in climate change mitigation: a review of the scientific literature for a systemic understanding of the phenomenon;https://open-research-europe.ec.europa.eu/articles/4-169;Version 2;2024-09-24;4;Approved
Disinformation as an obstructionist strategy in climate change mitigation: a review of the scientific literature for a systemic understanding of the phenomenon;https://open-research-europe.ec.europa.eu/articles/4-169;Version 1;2024-08-06;1;Approved
Disinformation as an obstructionist strategy in climate change mitigation: a review of the scientific literature for a systemic understanding of the phenomenon;https://open-research-europe.ec.europa.eu/articles/4-169;Version 1;2024-08-06;2;Approved with Reservations
Disinformation as an obstructionist strategy in climate change mitigation: a review of the scientific literature for a systemic understanding of the phenomenon;https://open-research-europe.ec.europa.eu/articles/4-169;Version 1;2024-08-06;3;
Disinformation as an obstructionist strategy in climate change mitigation: a review of the scientific literature for a systemic understanding of the phenomenon;https://open-research-europe.ec.europa.eu/articles/4-169;Version 1;2024-08-06;4;
ENOVAT: the European Network for Optimization of Veterinary Antimicrobial Treatment;https://open-research-europe.ec.europa.eu/articles/4-170/v1;Version 2;2024-09-24;1;
ENOVAT: the European Network for Optimization of Veterinary Antimicrobial Treatment;https://open-research-europe.ec.europa.eu/articles/4-170/v1;Version 2;2024-09-24;2;Approved
ENOVAT: the European Network for Optimization of Veterinary Antimicrobial Treatment;https://open-research-europe.ec.europa.eu/articles/4-170/v1;Version 1;2024-08-07;1;Approved
ENOVAT: the European Network for Optimization of Veterinary Antimicrobial Treatment;https://open-research-europe.ec.europa.eu/articles/4-170/v1;Version 1;2024-08-07;2;Approved
Sufficiency in European Climate Policies, four country NECPs analysed;https://open-research-europe.ec.europa.eu/articles/4-208;Version 1;2024-09-24;1;Approved with Reservations
An in-depth analysis of data reduction methods for sustainable deep learning;https://open-research-europe.ec.europa.eu/articles/4-101;Version 2;2024-09-18;1;Approved
An in-depth analysis of data reduction methods for sustainable deep learning;https://open-research-europe.ec.europa.eu/articles/4-101;Version 2;2024-09-18;2;
An in-depth analysis of data reduction methods for sustainable deep learning;https://open-research-europe.ec.europa.eu/articles/4-101;Version 1;2024-05-20;1;Approved with Reservations
An in-depth analysis of data reduction methods for sustainable deep learning;https://open-research-europe.ec.europa.eu/articles/4-101;Version 1;2024-05-20;2;Approved
Collaborative Policymaking: a qualitative systematic review of advice for policymakers;https://open-research-europe.ec.europa.eu/articles/4-204;Version 1;2024-09-18;1;Approved
Collaborative Policymaking: a qualitative systematic review of advice for policymakers;https://open-research-europe.ec.europa.eu/articles/4-204;Version 1;2024-09-18;2;Approved
Collaborative Policymaking: a qualitative systematic review of advice for policymakers;https://open-research-europe.ec.europa.eu/articles/4-204;Version 1;2024-09-18;3;Approved
